id,salary_to
4273,31914.273052466313
21373,79952.89863809742
28392,40013.81135057287
34829,89440.05302670671
28728,90587.06549169417
8934,140693.0711761464
33256,60689.61627208668
31979,53895.34929080659
12140,33167.96068697432
22594,73845.2992005034
3211,17031.289971306105
19371,149813.26761592075
14442,86501.42717841845
2531,80871.88221101812
36887,23247.350740438793
23727,42742.632220596526
15914,242517.61112828506
35142,109797.3198487251
24396,83949.49849029508
9880,90839.35201446258
30384,76171.50912001889
21900,68270.37650045512
8466,52065.43175569075
35726,57701.83206523243
24239,181080.49070173758
21660,213536.52613190634
35278,204211.39640951637
30288,109528.51798802971
35197,44283.22018838411
31484,38004.817526912106
29814,102976.21210678194
36238,38055.07242006417
9198,121934.31702976166
18434,42747.233883744295
19850,36706.62253415645
23462,110061.72651837734
19633,113152.65646685884
27455,72279.09544924865
15665,258476.81027383494
2952,40254.71356669553
11178,117976.64066921157
10428,43413.27953382353
11430,103412.29068971379
31686,38913.8152355935
5777,75247.64792232313
25223,149143.69449240714
34063,39401.884152619314
7652,133460.084264029
33426,97551.84445874311
9279,80837.99901578741
26179,66025.42824269207
11756,71996.06995381502
5712,65678.8422673139
12490,221657.47453258536
18869,53894.110811348684
4819,69175.17138089862
6657,66444.77205934521
10289,184320.29955016047
10453,27791.618203389196
28435,201486.10913655692
8014,228642.1127396075
1331,43310.891117652136
19345,51316.77179203595
29801,137824.68447626586
441,84604.01453873042
16404,146593.57780653465
30285,147167.42619525062
26363,103393.59612106961
7030,151152.60502230254
14183,171236.25081180825
22853,62202.445932545874
28847,54257.124148213195
6095,83048.87000141932
7327,79268.28460695542
5980,54210.13881662687
19639,151696.88466849775
12369,30602.863372248663
34431,96931.84297485829
16186,64591.87140975638
5533,31897.718512020125
20828,43069.48874379287
29382,63515.33277938189
21215,79824.23711918313
24334,93547.83189060242
35481,51317.62440150502
32334,49914.452006563806
11100,167471.70545594138
29851,38191.869707689686
1661,169686.27059553075
5306,85801.07167151572
8116,32435.977617431563
13517,155044.38179393066
29283,52660.986058604314
35141,70665.86481782986
14099,142711.642367477
33364,37282.817688843235
19683,34795.45507618761
27271,45012.74933286086
11300,96984.33918893617
15164,72236.87756264124
13468,135208.2966625311
17306,151374.9540944585
14829,80771.00556477724
27428,64968.237151329384
896,71236.01747239985
2126,141238.2645421807
16710,56775.75736219869
5070,67744.44753565249
25564,82379.45662633116
6062,38378.24913736397
16262,93433.55305278694
4699,119993.40016395228
29995,114828.93456217188
6797,42397.5456635889
34855,135150.007618755
9103,43200.3735697808
29406,63478.53365604025
1710,58432.95363480142
24730,79099.22750441715
25577,51660.68112555676
10405,34065.704036856565
21567,142041.64354589162
32241,27041.920152512976
22586,30276.349011271406
9040,250956.52819616342
18169,55137.88987757685
22392,44998.3503938168
12079,141311.51200576406
725,74726.85777418104
27658,58051.707079922206
22379,147234.86841840198
9938,100790.78614333164
19663,55788.208652257905
30175,29598.88178590854
3548,53256.50461219537
33790,90300.50167211068
28157,49805.5423594301
34783,64581.59772854715
16432,72934.33155416981
35562,64512.38970518761
29354,69733.92059673017
7567,138889.37653335521
3785,32819.613749983066
35637,46072.77717082361
32549,44998.40509229976
24148,80764.94768193019
36243,101124.45077629291
33165,49209.678258295506
13314,182445.18500929783
32836,149750.52524713855
24149,85538.72099473934
26082,87576.76369260908
7615,31710.976788594708
31929,70787.34617526825
25049,59177.35757204471
5427,38073.72943941347
2247,113246.07826945861
31645,95902.93632607911
30072,51234.180088711786
83,76847.50570934615
16379,191716.98391600407
33395,110030.55972423525
28210,62173.956803050845
24176,95655.60385990104
3803,133186.62430280476
18618,120600.0669276934
34630,32469.526336830982
35526,89952.03347064852
19789,37385.953223556964
15397,68226.21966167484
26078,105156.54528723014
28818,44139.29126162121
23437,99481.13494637569
26332,68090.64897787875
20451,59490.43872927423
13427,69049.89032370911
7742,177576.72532534128
26932,35823.410191583804
3843,84487.70285845733
7850,189457.52111131843
21477,25418.625858364103
29431,82336.1599752857
16966,88909.38622605335
13133,216695.3236465906
4559,82306.00854131434
27967,72993.63072235882
17791,41977.9272096583
20509,88981.82899074517
32648,144839.6504088387
10454,50036.89690090345
27084,78612.65795907198
9750,90760.46894230676
18016,120593.6769386564
1291,46694.2818260163
15476,110733.76909536435
6689,108056.89761739172
12768,306394.61661024194
17656,73621.78456848775
17008,59591.86921362113
19699,125497.23698476309
24744,44995.91962356918
15543,182604.71929698088
10650,177434.99356147397
25165,26202.76720956796
30703,135047.94240347773
10356,83622.99762358044
11764,206584.1712477344
4998,59404.91974788401
7840,106133.82843595522
15220,137687.61235774902
33410,37669.58375174515
8499,165053.96321216368
35229,53621.1103641531
3899,108498.63004034977
14417,110024.06808477148
34812,85004.7041769457
14552,162568.88855791662
11997,165433.79270600888
11583,87205.45247586201
12539,98503.76015781012
32743,121528.51747920914
22602,32999.10631204233
34262,35276.64921922954
11626,120970.71334860488
26997,51915.29917608771
23148,45000.82039690367
7937,66401.51727467342
1253,61782.644536771724
21716,33022.33832088774
3074,75764.19193183121
35606,68757.39449842556
18406,56726.0400152086
1876,75676.31247398233
26608,42246.87461148499
1796,44999.794757091455
5893,104273.95452912789
18294,49578.64672642485
19597,28672.545093401248
22582,33025.04608230472
10198,168528.9674385817
1670,40883.18098491889
16904,196233.18340134004
28121,75425.5076891316
5121,27494.300026987105
2622,119232.75677380236
15242,143807.4654595413
36679,37999.99151653994
16695,57638.56780519993
22274,79981.44305723977
26977,221969.75178541325
29015,44319.41209298505
34875,222216.59404523758
12124,336883.52557839715
5219,77502.80854095443
14881,142931.7973174409
26989,49987.53871955688
6888,102312.01244198991
19227,323908.7304011319
21279,37999.99678721614
8220,294275.8125194779
1457,79295.02233364545
13506,294784.13210612256
11501,70809.52940897946
17075,109803.74159511623
7646,87534.31859519912
9153,122713.09321002653
16298,69193.36958807381
4592,65372.737995304284
25852,195786.61144914298
23605,61257.73923556414
18673,177765.5017333298
14657,95450.45417005752
30923,56045.85419682527
3416,82249.64185122702
8928,93077.88018967377
15617,134740.61007071732
18805,178916.69816703314
277,79396.47329830426
28434,68825.26526676289
25886,99112.98629449913
34368,106196.08821831571
32845,43854.191862851265
28648,51744.091727878054
23219,53642.98024909618
24835,36374.92142771254
10602,219261.1194957847
30522,43899.03999930185
7149,23004.085579516563
22272,44993.387936803265
36068,73705.62299724961
31724,118369.25158318062
11309,483239.3218200094
1332,68814.46484035498
1900,53644.445994574955
17909,79614.66719019125
19415,132146.52332912595
27360,64463.08213026576
24992,45000.3081913403
27987,32132.935666424135
18962,187323.67472943678
12030,15746.615543238775
22217,119547.65821824374
34625,20613.054165602938
15416,41515.24543125724
37047,50105.42174096481
263,90472.42207955445
14736,187077.14384368266
4199,39005.17185148413
11034,92438.68634077648
29160,93247.86868528588
13764,204163.56708583492
14464,100476.17370447192
17217,153763.96328657318
33367,40456.194615864355
10429,80210.0326257385
25046,79916.42915417594
12384,108495.4364447644
26799,68272.00628465562
22903,85959.97481838289
7577,54025.66806380704
27206,39126.43226565646
6149,175223.74496631286
6863,146654.68411533767
1398,85595.95224168518
9588,41414.810513402495
18529,289713.6631872464
18461,110111.88587091485
5780,121616.40895855961
10544,75381.55158517069
19045,49476.48724609533
27677,73192.5310192836
1188,56776.38282482545
31351,82599.28199900943
25807,93570.82004934005
36474,212372.9583680459
24959,37969.11489509842
37079,78482.39722294784
19776,110486.65897711659
1616,67460.99308379448
35839,52489.98600056329
3053,59953.8007779139
32871,83211.4132392138
20627,55709.134471393765
17117,18776.182357225865
36806,77218.53543569052
12514,214967.3170029509
36774,83842.84498283085
13538,27569.283276971248
13125,32390.855457812264
6108,44243.27827730963
843,77858.01451557847
20110,37588.63811703428
5085,23894.593039581698
10545,186555.41721507488
12591,150176.5863661258
7569,187502.86617480335
28842,115705.69728869142
9712,44653.9320496146
36819,51880.25560036276
5667,189717.06655884147
15192,93717.75036878014
20123,72829.67725135898
10359,99186.53558594765
29244,40507.19514166594
34826,36928.58153678688
22527,80033.93018549519
2851,59431.58493014514
33939,84578.0908349866
6056,51002.91482864214
35752,67246.00431868629
26804,81159.95569444579
27762,36641.103826616374
8508,33557.23111564845
31737,45002.39863577699
10408,84825.54193312189
6604,45898.61437773713
20870,31752.627897562445
1553,42114.27752263419
15382,193672.4896187287
8161,157023.20499935665
12238,108412.45782885514
29014,233437.3543534104
6271,112364.49994085137
20633,38000.02624783213
6315,77782.17470492791
32514,45001.42957553461
13684,133041.32961217797
6328,30548.538382373656
19365,79333.83579207807
34347,80746.39231399645
31894,33027.57414899211
11438,191245.15882974688
6314,35422.448095452266
7474,171420.51843152306
5735,38462.44094756445
14137,103128.7635811406
25244,46510.59858359998
12989,225101.60271297576
4737,56605.470309467964
34481,33013.64392284544
31765,84956.70270278212
31572,41616.8026720061
28237,38946.57009265759
33257,24687.658707174458
12426,96590.60266780024
28833,35720.5555270565
36507,35597.12968236458
29224,57194.147151617144
5288,53606.47390790984
9559,32856.868351725294
1319,68946.05795485305
18476,106021.45944063962
29316,65387.313613340426
13791,30937.268709399665
6334,52890.07130209777
33065,127410.38499986175
1837,39104.80468161867
791,45212.433911363216
36265,35505.27939536255
11215,153314.3264774239
6395,121935.78940847109
26877,102052.04968293924
12267,78290.22076026895
13172,91143.10607572907
2029,100739.98004548342
18979,191950.303398172
35125,45931.133207176856
8525,70164.26147460425
29191,93342.74778949766
22385,37999.92284716256
10241,105947.85806314787
608,54585.50894010781
16423,404843.6176820847
28456,46449.95169749676
3585,78334.80304260713
23701,45003.98146717192
26176,68520.13647313813
7571,182230.77554931608
13499,168407.27810524392
15097,128559.54585312924
29726,68660.42728591707
16660,77670.37587718152
1673,63349.20999340719
33653,74224.83277045307
6231,122418.19355849104
30739,158503.581698334
22325,60309.72457052447
14023,310839.1319072667
7395,188979.1295850007
13539,99969.85703331346
26444,45684.8396713873
26635,75650.90098643617
21654,38000.08777453136
3886,77916.46182295088
18112,157936.3252273521
5157,42130.38122736128
34026,88896.36649244436
4900,287095.3021817638
16355,121958.78132704337
34094,44999.93252297866
22001,57530.19314475183
3885,92614.06834495832
25136,44985.47423544763
28062,62735.53551438085
7100,97195.71126240422
27191,60391.4342491495
13618,86775.29926398021
6036,62195.45335876245
27921,44753.81582495743
11754,78033.01324529223
14170,136742.68200992016
11873,62754.19126382131
5740,38360.31999835209
32950,127507.22293638566
30994,70092.30340345023
8908,52524.84144189638
10669,61194.03711450782
4,66173.59208667913
30813,57477.452148505625
22759,32998.52825114292
34036,89752.41993897276
10059,24103.704211311233
20071,34852.37400545737
30228,33446.14799263057
14320,137460.7555609694
34631,49348.833414101275
25011,70952.26389324281
24969,46131.37100118589
3593,165149.4383747503
24573,122561.31745026232
2743,60836.21352269514
25013,43459.06303045228
12831,141463.71832138067
35029,71230.1709775224
4660,46239.02230062689
5960,32966.84795627287
29029,131885.86661470294
8504,43007.35639832139
29547,260444.34948972645
34166,93811.7379689467
2308,222559.82991687374
10285,94759.8017732864
10721,177744.89964632835
7592,74579.18259544615
11448,206420.37609082606
33472,43473.20828581633
32825,148229.47451715352
6188,142048.26106886216
9235,334683.1482075445
32513,50308.5551198354
19926,46116.301989562045
23335,52645.42756669546
11865,198796.1549315526
21648,45000.53377892179
31504,55641.15676223292
24198,125017.60943224834
27659,81311.26135563871
22969,65894.4331820457
36066,64549.51267793258
7475,235208.25635469175
9149,118030.26525427142
17846,342441.1984470941
9766,180857.87891129794
5011,23221.77058708176
9398,127130.54925448197
273,128446.61595009478
2635,84410.76022770388
7487,132946.54112670137
1732,65533.1502881364
32040,76789.82268952392
8426,113787.81757952055
7834,153241.32411213295
10312,85208.17815324957
11742,86118.94898233542
24420,32983.13666628781
15741,84693.64071733296
268,53149.8934398673
911,72302.45456240344
15341,102046.63560485803
29452,72339.53708275668
11598,120830.54064354592
19518,171361.56118652847
18729,200286.1019730452
32590,53663.18654274716
36148,170337.37782730907
11917,79879.27133009225
15331,138695.28543934217
17547,174070.24115353628
15808,326591.49055136566
8213,21971.716798046094
31608,125186.66866589364
35527,38000.36162089668
1807,65601.74130010104
21009,65431.68866097037
31464,44155.4957441305
31818,53617.84487565383
20497,60895.82492193721
25760,178018.72196992286
22041,161417.26490733732
75,49782.59730020772
21135,80234.31123931732
24871,61249.46509708102
23288,39531.36247777447
16470,178559.87223274016
800,37999.9845617268
10343,158776.98037600497
330,190808.36984502425
9687,187143.18802354467
9289,203464.73565634224
11868,27836.582976356214
32642,61246.31355953039
15362,334769.5496024168
10883,72115.29101293904
30742,66487.50778236582
31672,38000.8996020718
32169,38613.74357894031
2277,286040.6276618744
18346,96034.6099023129
29207,76207.02550127194
3165,105777.05580761918
31175,73657.97095247523
35048,33471.57531336893
20753,45778.98165537047
23758,146486.06824730523
32300,147848.56125377084
26448,74435.38289868365
7305,141165.9074346373
25462,64058.909039174585
9747,128671.29358661038
12083,161987.6121446644
21539,50663.046057810636
24771,44758.542581071844
7330,31988.7400972557
12790,193768.69113673057
29633,855562.2862538688
14169,74022.60683078135
4772,48687.031815000955
25350,155569.6157055153
36270,49538.49619947464
22965,65741.3646414523
842,58881.992777750216
20387,68100.9214970655
12114,99616.99612509605
11192,73992.67270307986
15962,185985.31431934395
7510,39229.06735543474
12338,215562.29831914933
31636,69519.41949015156
30992,60935.45424359959
19024,173505.38802063128
18724,81685.73733071028
18649,310864.42914127395
34353,37389.64689818764
21890,49218.77116577154
3028,206099.02341588843
24523,37999.98638701117
36842,86225.75717674216
26194,102309.63603762814
14124,48318.13890496515
29149,76830.15759349384
36398,25088.35646569039
3155,66025.63012879244
24130,40287.47978646461
29187,33014.2573597049
19949,80604.73474625353
31900,52707.52441639061
29557,33009.58405418216
1911,37999.876863955775
1107,143465.8803753634
12013,125504.79795881323
26782,60619.198280692755
10735,44711.38000161913
3000,90420.14159259402
23765,59588.98806174287
21994,85972.71876729983
30934,68470.2803388078
21764,72140.65748701296
32851,87490.23834040818
17556,81087.71073592408
9648,250021.34011721838
2772,53713.38267833476
15388,172121.62338530546
19858,43516.14219526481
5377,38969.8449892661
13722,54491.20586955869
14832,79318.71154338495
19100,385054.4761165635
18486,172017.7580877973
12050,297901.2701852772
8193,69681.41154018711
4159,80530.91442906382
8735,23424.34162995124
30686,90687.26044557872
28194,37999.99444967906
36721,80594.85639635674
18959,80263.61033164884
15361,221579.56690950156
27214,40433.184086093665
10178,108643.26556247196
12681,172809.90750423347
30461,68356.8777012993
12358,185636.11961830608
16930,41892.23560776368
24381,42024.71579568348
30054,77262.77677620923
3914,60438.86916559729
1912,45126.693779680776
28484,46784.239046272836
27054,47916.64787704528
1487,42513.62743093773
18846,158815.26490955942
36748,36377.66718902503
19594,38000.0445229688
3193,72971.97698530278
23936,62344.038278721724
3063,55590.8010227161
20949,80520.46270235741
27318,49531.76192654255
28191,28060.02728147331
24521,71653.47368944205
10579,161021.68646833886
18172,227755.8118693734
20960,98692.6525261041
14428,79016.9529529664
32485,68079.9520970987
14710,103136.10676315524
8440,253527.37957961095
17419,112046.2770370337
8141,124474.70230883536
19382,93388.04629609825
20794,111881.09153346137
18716,82512.63604429348
13530,183203.4396688646
35857,81789.39413739574
34874,32611.864798095943
10710,19771.800306461373
1993,74181.54912130871
1707,34637.63965451873
21258,120265.85786777745
2992,80837.13583505708
31969,139722.3624652666
22068,89149.40622357735
22513,19766.213502405408
14454,104318.91916762138
928,63881.9106665048
17444,100965.24017896102
879,62958.647975826876
22984,50054.48123582305
7759,116973.26895161768
4903,48506.71309758903
35682,52171.00323535227
36078,71448.56893861997
29572,58667.46346803634
21595,58940.724524798134
36375,140684.3538828707
12564,21681.853166841094
20050,88439.85197599194
27774,96044.88591124781
28218,40209.2131553769
4405,38000.03078637384
7576,165228.8917792628
34863,30532.8527791117
29786,205062.35853363245
16300,117995.95772189189
8857,181105.43386126665
24333,60399.879486558464
23808,35564.14038854383
10035,35663.24973634278
22248,118052.36720584283
32410,123566.04781185418
23362,48967.817977312225
18422,126080.92016087702
2464,70006.45934044605
26909,82234.02736481457
2265,55029.760126430556
3168,54290.861028475156
1416,70135.34003022396
32314,40823.455891814534
8869,77988.20051411071
31076,104677.22420134858
4285,93709.30633975545
2624,99060.67765249193
4058,80174.30919135346
32604,126741.40617096135
28452,32738.96648559841
10601,62563.91709167351
36060,70699.21633282292
17998,300124.25771884853
35554,107135.6678139402
3419,202030.990815972
22049,43738.58040788495
10994,98995.39436526275
35078,48254.86049482127
7794,118459.42893103835
5356,175167.4222405455
25062,66789.89557950594
13104,62610.924989910534
2189,47392.87600738774
36329,38992.050190479626
20945,55080.689546471425
19165,50488.26064083255
3938,62319.61955961524
8146,179184.63454363155
210,55023.79852876706
7335,69232.00546362008
30205,61097.4059974583
21434,51858.15839990005
959,55911.52159353302
32739,27662.932066889472
12505,155049.4992619572
33758,43820.37064417555
17542,104501.67106938531
20474,118637.60469223342
21844,45002.70946942567
14243,163271.20496674313
22570,44996.75874570885
7981,168654.48522788176
34334,41571.53666469269
3635,113599.877133489
24753,27498.169474870287
35119,91119.21207678695
23343,208847.16631058755
7323,158082.9621634261
8897,76586.31128954065
22859,37999.94122695987
9960,269933.42950113583
10090,85486.6001585265
3568,87737.67632980426
22374,55642.39329994276
35883,37987.99418711431
13298,190039.47871849104
8413,138237.94753771502
32830,112242.02253241136
7924,74553.50126459487
25023,60782.07600667702
25190,143206.91557986944
8961,103221.89344797656
25067,51617.66118362437
4445,61321.83580772276
29023,93364.58938844645
4775,47030.896527112855
29524,50848.419266938494
30478,80790.17649451003
6972,24257.400977654528
2554,38004.769185097735
20872,72613.65441219395
953,37667.37588259583
18954,52708.77366677539
5653,39798.44353919709
15902,65941.00714884265
11699,84595.82958215731
6215,73406.20026835157
34879,56701.50024243855
10092,160822.63377099246
35388,42115.89765184098
16278,69679.59439956592
28480,47905.372208547386
27203,59665.17132299357
9790,117951.02566100177
12418,98134.51156114995
23089,80652.76807195481
5525,68024.04987043628
11147,209320.30775738868
7600,85952.18005965129
25382,36978.361325283266
33515,66633.49364194906
19025,118987.32573525724
18925,46649.094660056406
16736,298629.46010195673
25070,88625.76846850412
35114,68371.90630396894
12029,95060.1238840758
1278,126474.07300728578
23330,86067.12036841785
22638,164525.55823050987
23372,81565.93067443612
26276,44997.73781947765
20244,39751.590447391485
33965,76504.52998206936
6350,306883.1599551707
6133,74827.15948231763
27449,34598.96287355672
23904,30129.513985122147
24553,62587.19337322242
24443,111538.10798816511
3286,43004.10882037706
15171,278397.4387274472
13874,128167.45968036333
23417,97021.02410217292
37145,40071.180049040064
30287,81827.5891679263
25405,61966.109201102365
4469,30640.10453257779
32178,136004.77344978385
22344,69779.07276787728
26837,111257.18604534479
10081,71987.04611197066
8590,197568.14609411923
25371,56262.02314146065
6046,56148.73318395588
21379,59824.2747277274
14526,48001.56118328975
4463,35851.775562475515
33960,37423.422726063734
14014,57990.78684231205
23656,70050.77869183225
34535,103266.92120281057
29274,72099.2566701471
34817,49180.809405666674
9351,63745.23521129263
20524,196956.92350977066
21714,34381.736306729166
25415,50126.06319939821
23135,59839.52947951993
7516,215417.07182136213
8500,33234.19264660429
18488,57412.46561935207
943,39780.71056922709
37077,102775.19305721023
28106,86213.22592290294
14190,37415.20161989198
15938,54820.3394747835
10798,140430.20344747326
21401,71031.63490559462
18481,199228.5320813935
12272,172159.65351412006
17511,114382.87489971313
30169,55177.06979570943
9792,156812.32344090266
10855,194471.0662179264
9100,101661.43234700701
1731,42894.748636133314
35791,100086.38212387002
24033,37998.85180042443
967,22236.598668684215
12233,197407.26980240067
2496,105862.59011012997
29044,162688.63111282396
32329,71042.4439389426
428,43274.387416507074
24629,55344.391460870465
23352,71854.4083711764
16207,132263.1139132412
36213,226076.66552967863
31056,93239.25311681125
24758,61274.801698565294
2213,112810.34247147209
28525,67436.12984000903
23716,84242.37315444744
11670,176268.45850145537
14273,137039.29612561225
18502,221250.8665063614
2980,72796.59958683031
32460,69007.00151909328
8238,95204.2607509705
28650,119350.64430367827
23937,78186.78089605924
37179,50767.8594547643
17074,58049.878765387126
16597,84717.98788477985
27726,183745.04210159284
8293,223009.75289880345
29144,81290.710291983
18453,84976.79984639729
30484,104709.50741759031
26235,122008.72208782201
24287,173732.4438114759
30782,59433.016821791316
36541,222300.22190462315
28067,63664.7862848995
16549,146247.65246861195
1303,39002.901943265795
32312,59784.959855015746
29621,97147.05933115425
30093,84720.93558667609
28636,95052.88031723925
32753,91797.3956156956
34511,40307.54183989656
15631,194871.68378283735
1576,83259.2284466577
16780,158478.64523699734
25915,64823.72887271871
24890,136843.2954041086
29141,56845.49074199739
22144,68511.15453932555
27047,133446.93219110562
17431,62789.85284478648
22994,43981.980571311346
20129,74947.017422096
16586,148449.5670096039
7070,187117.0149999587
17247,74432.10448136274
6039,79627.5867052372
15770,183175.66050677688
18106,93539.72842445024
14005,346161.9461082039
22196,91790.12030365624
1162,125536.51212913776
25505,103570.50513716698
16639,80825.98090022361
18398,61394.45581095271
30156,145981.04393337172
33543,91191.1653756098
13759,101561.28681177503
14712,40360.37968959899
18622,125811.3289863615
17278,170007.14032615407
22093,77140.9961009182
29737,22131.250431418164
26974,81099.04463042335
29461,47063.525004458745
831,60304.39885941054
14675,202922.95013132456
24586,72074.96423555979
6316,44649.76895027918
12080,193579.26817721728
17220,73638.03232163098
14218,49017.35434278687
2532,33756.742361349585
22917,44998.3503938168
25238,54247.63396562556
33871,51988.64681833905
23101,45000.608662481834
11099,85674.91155621453
13,62980.84919561231
312,42267.33157987742
31158,54566.932050838856
32271,91775.53694731003
26787,67245.81367329504
26244,61587.240831724805
18576,53829.61779808179
12757,224918.60943804242
28499,56002.09451139462
3519,178348.82025497925
34172,45002.29202711271
26002,57817.01967479428
2323,84799.62526029222
28122,24658.136441395196
17462,196036.64400098287
9172,105402.03665299666
2830,31910.81652467388
36945,49710.22566989933
13702,61177.75379757701
23427,77211.33771695396
10087,46346.00620623057
36023,83580.18020324172
22697,80124.36706166175
14942,41912.137440888306
7094,182645.109704117
27919,67128.42848165003
28792,99998.83101914337
32847,169058.45251285547
21661,72648.73213932395
26173,40335.69558779021
14828,38614.12546875261
30102,26739.62633470782
4082,143105.22163405584
33720,123899.76921152524
22939,44999.77293784039
14510,37242.3661592029
18521,221687.29674794673
29067,34923.66267205959
37241,68986.0817075824
34136,37999.93157712092
16093,124144.88591355947
9026,83046.0279696382
30302,199789.10327790503
3265,46143.10594993406
24655,102227.79382737706
29581,35670.00578448411
2290,150277.43568458804
24109,30384.720204137702
24513,67780.20864823488
33578,136119.15968995594
24743,106096.40741889171
13834,138177.8390893151
30828,94706.98481022456
22034,130665.05847542615
36302,106091.98076321231
4410,38000.03078637384
2442,45192.363845763124
18911,64118.70157858935
21393,77505.7494252421
25429,130727.99356734673
19686,142907.27428704777
20570,93884.56640747034
33594,67576.52363776705
1786,35251.17032565214
24092,79999.7895895156
31549,45021.48893882342
27593,49739.68315402736
34306,84170.73541762428
1427,44406.033759161626
2445,85592.60433123843
4913,139184.3298893487
31614,66304.38383807683
19677,45943.80315365444
5989,55332.842450197495
532,70210.4759903386
27888,92081.7789039498
6663,45909.61839633715
32777,67578.43420447408
29399,65048.78966411369
31965,121757.0023362372
37129,54869.103075749095
11451,98785.91491354197
2133,50697.194592117536
17697,223777.5980909254
2874,72709.41703983772
30567,170713.41787008883
27088,71829.54156919454
27819,42209.20856390867
6887,91679.54943143512
26022,90056.38331962796
25265,45005.3233595999
12947,131807.5055211857
5874,55460.42441242188
26606,38055.88636168873
16987,74614.86248434953
15278,89923.5162301976
14929,82935.70771320835
7686,352834.49515256425
32717,40023.17096537124
15209,59756.50127105821
3735,64251.59416560383
13236,228256.16890905245
27674,99863.45156979699
13179,190064.80119285482
13583,113633.3659246671
8274,289578.8158329399
19391,118825.03019893894
25603,146995.39049723503
30226,56550.25857966971
30301,146183.05045308731
1395,78667.00623724471
25118,186197.424056008
21361,78454.0290459545
8825,182642.7324719914
7893,40372.27835165749
2207,60324.84387027468
33666,173195.4383243429
37012,93564.03136078463
37083,60930.07333655959
29668,63775.10764280328
18206,295933.79960429855
17115,358207.2771240853
23604,150708.60825762933
9568,214791.91115113706
2847,53825.71529798486
35712,105435.11269370336
3455,62617.65575284773
8761,62148.75481996402
31804,118691.6557083377
10468,37333.53945790536
29005,34566.78570490485
12335,297751.9397168556
19936,69557.50338877128
26513,108069.88603219003
12292,52782.54067480271
5908,50461.02535257363
35427,59786.66202244889
1337,92469.62525153454
26926,101560.4170961849
15031,42987.95909254819
6179,39926.487411328315
12250,76931.18791657334
18719,143304.8057741518
22501,157338.72766364965
25911,166025.52403546486
14040,78480.72507443768
25565,63687.91628492482
22216,40410.46129599604
16718,169562.87077196676
2383,38000.00070305634
14555,156479.94853802386
21614,73065.13800756518
31893,115908.17960644921
7743,49567.965126896466
25543,103282.69070059308
1640,63658.54777712113
30982,65752.65673419237
21338,45309.37191382413
20626,17469.616544738106
28043,41349.31196118148
35621,42965.30592074424
4178,54868.416192277524
24270,37999.95070980427
4890,73405.07561419303
9925,70003.27435104124
14363,291587.06525115715
34443,185454.66421943967
5865,28727.719375456385
13287,94622.59951092466
35311,93013.44660296814
29478,44978.55984915905
33968,35402.78723211402
22968,67647.29477286394
15742,190664.5584616136
25665,68294.4247114994
34050,47761.55354089421
19429,107268.30221837928
7640,308964.6757987407
20783,53036.0378900997
16675,56613.3536937786
12033,58570.15491226503
2266,34158.01291070475
11131,241532.34874954936
